OBJECTID,PIDN,DISTRICT,MAP,COMMENT,PIDN_ORIGINAL,RESOLUTION,RES_DATE,BOOK,PAGE,INSTRUMENT,REC_DATE,LAST_REVIEW,FLAG,RES_ACRES
19457,35000IL0058A0,35,IL,,35000IL0058A0,2004-20,2004/09/09 00:00:00+00,1677,4966,2004080447,2004/09/17 00:00:00+00,1970/01/01 00:00:00+00,,7.34000015
19459,21000EM0035N0,21,EM,,21000EM0035G0,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,0
19460,21000EM0051A0,21,EM,,21000EM005100,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19461,21000EM0051B0,21,EM,,21000EM005100,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19462,21000EM0063Z0,21,EM,,21000EM0063E0,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19467,21000FM0006P0,21,FM,,21000FM0006A0,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,0
19469,32000BK010400,32,BK,,32000BK010400,4,1991/11/07 00:00:00+00,0267,0534,1991053552,1991/11/13 00:00:00+00,1970/01/01 00:00:00+00,,47
19471,32000AL000100,32,AL,,32000AL000100,8,1994/06/02 00:00:00+00,0908,1047,1994035564,1994/06/09 00:00:00+00,1970/01/01 00:00:00+00,,97.30000305
19472,32000BK0099A0,32,BK,,32000BK0099A0,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,,73
19473,27000OF007200,27,OF,,27000OF007200,91-7,1991/08/19 00:00:00+00,0223,1078,1991039098,1991/08/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19475,21000FM0006Q0,21,FM,,21000FM0006A0,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19476,21000FM0006R0,21,FM,,21000FM0006A0,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,0
19480,21000GN0048A0,21,GN,,21000GN004800,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19481,21000HM0082B0,21,HM,,21000HM008200,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19482,21000HN0054E0,21,HN,,21000HN005400,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19483,21000HN0071C0,21,HN,,21000HN007100,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19484,21000HN007300,21,HN,,21000GN006100,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19485,32000CK003200,32,CK,,32000CK003200,6,1992/09/03 00:00:00+00,0465,0635,1992056376,1992/09/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,23.36000061
19486,40000DF007700,40,DF,,40000DF007700,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,179
19487,21000IM016300,21,IM,,21000IM016300,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,36.04000092
19490,21000HM0113A0,21,HM,,21000HM0113A0,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,13.43000031
19491,32000AL0029B0,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19492,32000CL0014J0,32,CL,<Null>,32000CL0014J0,6-2000,2000/12/07 00:00:00+00,1419,3567,2000070524,2000/12/13 00:00:00+00,1970/01/01 00:00:00+00,,62.59999847
19493,32000CL005300,32,CL,<Null>,32000CL005300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,65
19494,32000DK005400,32,DK,,32000DK005400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,100
19495,32000DK0055C0,32,DK,,32000DK0055C0,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,46.72999954
19496,32000DK006800,32,DK,,32000DK006800,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,68
19497,32000DK0068C0,32,DK,,32000DK006800,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19498,32000AL0001C0,32,AL,,32000AL000100,8,1994/06/02 00:00:00+00,0908,1047,1994035564,1994/06/09 00:00:00+00,1970/01/01 00:00:00+00,,0
19500,32000AK0024F0,32,AK,,32000AK002400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19501,32000AK0024G0,32,AK,,32000AK002400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19502,32000AK004400,32,AK,,32000BK002800,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19503,32000AK0044A0,32,AK,,32000BK002800,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19504,32000AL0009D0,32,AL,,32000AL000900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19505,32000AL0029A0,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19506,32000AL0029C0,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19507,32000AL0029D0,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19508,32000AL0029E0,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19509,32000AL0029F0,32,AL,,32000AL002100,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19510,32000AL0029G0,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19511,32000AL0029H0,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19512,32000AL0040C0,32,AL,,32000AL004000,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19513,32000AL0040D0,32,AL,,32000AL004000,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19514,32000AL0040E0,32,AL,,32000AL004000,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19515,32000BJ009100,32,BJ,,32000CJ004000,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19516,32000BJ0091D0,32,BJ,,32000CJ004000,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19517,32000BJ0091E0,32,BJ,,32000CJ004000,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,,0
19518,32000BK0087N0,32,BK,,32000BK0087A0,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19519,32000BK0087P0,32,BK,,32000BK0087A0,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19520,45000CI013800,45,CI,,45000CI013800,2011-02,2011/03/02 00:00:00+00,2176,1099,2012026232,2012/05/30 00:00:00+00,1970/01/01 00:00:00+00,,50.54000092
19521,32000BK0087Q0,32,BK,,32000BK0087A0,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19522,32000BK0087R0,32,BK,,32000BK0087A0,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19523,32000BK0087S0,32,BK,,32000BK0087A0,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19524,32000BK0087T0,32,BK,,32000BK0087A0,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19525,32000BK0104C0,32,BK,,32000BK010400,4,1991/11/07 00:00:00+00,0267,0534,1991053552,1991/11/13 00:00:00+00,1970/01/01 00:00:00+00,,0
19526,32000CJ0040A0,32,CJ,,32000CJ004000,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19527,32000BK0899A0,32,BK,,32000BK002800,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19528,32000BK0899B0,32,BK,,32000BK002800,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19529,32000BL0002A0,32,BL,,32000BL000200,3-2000,2000/08/03 00:00:00+00,1406,6975,2000044222,2000/08/04 00:00:00+00,1970/01/01 00:00:00+00,,0
19530,32000BL0034E0,32,BL,,32000BL003400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19531,32000BL0039A0,32,BL,,32000AL003300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19532,32000BL0039B0,32,BL,,32000BL003400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19533,32000BL0039C0,32,BL,,32000AL003300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19534,32000BL0039D0,32,BL,,32000BL003400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19535,32000BL0039E0,32,BL,,32000AL003300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19536,32000BL0039F0,32,BL,,32000BL003400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19537,32000CK0013H0,32,CK,,32000CK001300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19538,32000CK0013J0,32,CK,,32000CK001300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19539,32000CL0053B0,32,CL,,32000CL005300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19540,32000CL0053C0,32,CL,,32000CL005300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19541,32000CL0053D0,32,CL,,32000CL005300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19542,32000CL0053E0,32,CL,,32000CL005300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19543,32000CL0053F0,32,CL,,32000CL005300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
19544,21000EM0063E0,21,EM,,21000EM0063E0,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,35.66999817
19546,21000EM0072A0,21,EM,,21000EM0072A0,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,107.58000183
19547,21000EM0033C0,21,EM,,21000EM0033C0,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,12.77999973
19553,21000GN001500,21,GN,,21000GN001500,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,84.48999786
19554,21000FN000600,21,FN,,21000FN000600,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,201.92999268
19556,41000EL001600,25,EL,,41000EL001600,4,1993/04/07 00:00:00+00,0603,0347,1993019320,1993/04/12 00:00:00+00,1970/01/01 00:00:00+00,,98
19559,21000EM007900,21,EM,,21000EN000400,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19563,21000FN000200,21,FN,,21000GN000600,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19565,21000HN0071D0,21,HN,,21000HN007100,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19566,32000BL0016C0,32,BM,,32000BL001600,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19567,32000CJ0052A0,32,CJ,,32000CJ005200,6-1995,1995/09/07 00:00:00+00,1191,0001,1995050269,1995/10/06 00:00:00+00,1970/01/01 00:00:00+00,,86.37999725
19568,21000060001A0,21,06,,21000060001A0,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,7.30000019
19569,21000EM003100,21,EM,,21000EM003100,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,39.43999863
19571,21000EM005000,21,EM,,21000EM005000,3,1991/12/18 00:00:00+00,0295,0600,1992000715,1992/01/05 00:00:00+00,1970/01/01 00:00:00+00,,218.30999756
19573,21000EM006400,21,EM,,21000EM006400,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,131.66999817
19574,21000EM007100,21,EM,,21000EM007100,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,66.84999847
19575,21000EM007500,21,EM,,21000EM007500,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,139.49000549
19576,21000EM0075D0,21,EM,,21000EM0075D0,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,0
19586,21000FN001300,21,FN,,21000FN001300,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,109.30999756
19594,21000GN0031C0,21,GN,,21000GN003100,7,1995/07/10 00:00:00+00,1159,0436,1995040296,1995/08/18 00:00:00+00,1970/01/01 00:00:00+00,,0
19595,21000GN0039B0,21,GN,,21000GN0039B0,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,56.79999924
19598,21000GN006000,21,GN,,21000GN006000,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,141
19599,21000GN006100,21,GN,,21000GN006100,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,122.01000214
19600,21000GN006300,21,GN,,21000GN006300,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,105.31999969
19602,21000HL020600,21,HL,,21000HL020600,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,36
19603,21000HM001400,21,HM,,21000HM001400,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,77.56999969
19604,21000HM001600,21,HM,,21000HM001600,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,92
19605,21000HM002600,21,HM,,21000HM002600,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,68.69999695
19606,21000HM002900,21,HM,,21000HM002900,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,217.13999939
19607,21000HM012700,21,HM,,21000HM012700,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,56.68999863
19608,21000HM014200,21,HM,,21000HM014200,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,51.49000168
19609,21000HM015000,21,HM,,21000HM015000,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,18.02000046
19611,21000HN001300,21,HN,,21000HN001300,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,49.59999847
19612,21000HN005400,21,HN,,21000HN005400,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,193.58999634
19613,21000HN005500,21,HN,,21000HN005500,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,64
19614,21000HN006200,21,HN,,21000HN006200,2,1991/05/02 00:00:00+00,0213,0289,1991035305,1991/08/18 00:00:00+00,1970/01/01 00:00:00+00,,138.22999573
19616,21000IM000100,21,IM,,21000IM000100,1,1988/07/18 00:00:00+00,101Z,0897,1989006881,1989/02/21 00:00:00+00,1970/01/01 00:00:00+00,,163.53999329
19619,22000DG002300,22,DG,,22000DG002300,93-2,1993/09/08 00:00:00+00,0720,0739,1993056624,1993/09/17 00:00:00+00,1970/01/01 00:00:00+00,,79
19620,22000DG003800,22,DG,,22000DG003800,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,61.5
19621,22000DG004400,22,DG,,22000DG004400,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,55
19622,22000DG006200,22,DG,,22000DG006200,96-3,1996/03/13 00:00:00+00,1256,8911,1996014330,1996/03/22 00:00:00+00,1970/01/01 00:00:00+00,,168.11999512
19626,25000CL004200,25,CL,,25000CL004200,1,1989/08/14 00:00:00+00,103T,1002,1989037866,1989/08/24 00:00:00+00,1970/01/01 00:00:00+00,,89.58999634
19627,32000AK001000,32,AK,,32000AK001000,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,,270
19628,32000AK002000,32,AK,,32000AK002000,10,1994/11/03 00:00:00+00,1005,0658,1994067365,1994/11/07 00:00:00+00,1970/01/01 00:00:00+00,,210.72000122
19629,32000AK002400,32,AK,,32000AK002400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,129
19630,32000AL000600,32,AL,,32000AL000600,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,,213
19631,32000AL001500,32,AL,,32000AL001500,7-1997,1997/08/07 00:00:00+00,1299,3840,1997046921,1997/08/20 00:00:00+00,1970/01/01 00:00:00+00,,123
19632,32000AL002400,32,AL,,32000AL002400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,145
19633,32000AL002900,32,AL,,32000AL002900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,144
19634,32000AL003000,32,AL,,32000AL003000,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,70
19635,32000AL003200,32,AL,,32000AL003200,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,200
19636,32000BK002100,32,BK,,32000BK002100,5,1992/05/07 00:00:00+00,0400,0343,1992034837,1992/06/03 00:00:00+00,1970/01/01 00:00:00+00,,98.09999847
19637,32000BK006200,32,BK,,32000BK006200,2-2004,2004/04/01 00:00:00+00,1647,3286,2004035787,2004/04/22 00:00:00+00,1970/01/01 00:00:00+00,,39.52999878
19638,32000BK0086C0,32,BK,,32000BK0086C0,5,1992/05/07 00:00:00+00,0400,0343,1992034837,1992/06/03 00:00:00+00,1970/01/01 00:00:00+00,,45.40000153
19639,32000BK009700,32,BK,,32000BK009700,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,101
19640,32000BK010000,32,BK,,32000BK010000,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,97
19641,32000BL000100,32,BL,,32000BL000100,5,1992/05/07 00:00:00+00,0400,0343,1992034837,1992/06/03 00:00:00+00,1970/01/01 00:00:00+00,,175.80999756
19642,32000BL000400,32,BL,,32000BL000400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,270
19643,32000BL000500,32,BL,,32000BL000500,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
19644,32000BL001100,32,BL,,32000BL001100,6-2000,2000/12/07 00:00:00+00,1419,3567,2000070524,2000/12/13 00:00:00+00,1970/01/01 00:00:00+00,,115
19645,32000BL002100,32,BL,,32000BL002100,17,1999/12/02 00:00:00+00,1384,7818,1999084698,1999/12/06 00:00:00+00,1970/01/01 00:00:00+00,,47.15000153
19646,32000BL003100,32,BL,,32000BL003100,7-1997,1997/08/07 00:00:00+00,1299,3840,1997046921,1997/08/20 00:00:00+00,1970/01/01 00:00:00+00,,93
19647,32000BL003200,32,BL,,32000BL003200,3,1990/10/04 00:00:00+00,107T,0796,1990046517,1990/10/10 00:00:00+00,1970/01/01 00:00:00+00,,223.30000305
19648,32000BL003400,32,BL,,32000BL003400,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,165
19649,32000CJ000900,32,CJ,,32000CJ000900,6-1995,1995/09/07 00:00:00+00,1191,0001,1995050269,1995/10/06 00:00:00+00,1970/01/01 00:00:00+00,,86.5
19650,32000CJ003000,32,CJ,,32000CJ003000,5-1996,1996/06/06 00:00:00+00,1264,0485,1996032892,1996/06/07 00:00:00+00,1970/01/01 00:00:00+00,,15
19651,32000CJ004000,32,CJ,,32000CJ004000,2-1995,1995/04/06 00:00:00+00,1081,0545,1995015234,1995/04/07 00:00:00+00,1970/01/01 00:00:00+00,,105
19652,32000CJ004400,32,CJ,,32000CJ004400,4-1995,1995/06/01 00:00:00+00,1113,0077,1995025405,1995/06/02 00:00:00+00,1970/01/01 00:00:00+00,,264.57000732
19653,32000CJ004600,32,CJ,,32000CJ004600,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,,85
19654,32000CJ004800,32,CJ,,32000CJ004800,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,78
19655,32000CK000300,32,CK,,32000CK000300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,58
19656,32000CK000700,32,CK,,32000CK000700,4,1991/11/07 00:00:00+00,0267,0534,1991053552,1991/11/13 00:00:00+00,1970/01/01 00:00:00+00,,168
19657,32000CK003100,32,CK,,32000CK003100,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,,64.68000031
19658,32000CK003300,32,CK,,32000CK003300,9,1994/07/07 00:00:00+00,0932,0504,1994043197,1994/07/10 00:00:00+00,1970/01/01 00:00:00+00,,96
19659,32000CK005200,32,CK,,32000CK005200,5,1992/05/07 00:00:00+00,0400,0343,1992034837,1992/06/03 00:00:00+00,1970/01/01 00:00:00+00,,95.90000153
19660,32000CK000800,32,CK,,32000CK000800,4,1991/11/07 00:00:00+00,0267,0534,1991053552,1991/11/13 00:00:00+00,1970/01/01 00:00:00+00,,0
19661,32000CK001200,32,CK,,32000CK001200,5,1992/05/07 00:00:00+00,0400,0343,1992034837,1992/06/03 00:00:00+00,1970/01/01 00:00:00+00,,105.90000153
19662,32000CK001300,32,CK,,32000CK001300,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,163
19663,32000CK002300,32,CK,,32000CK002300,6,1992/09/03 00:00:00+00,0465,0635,1992056376,1992/09/10 00:00:00+00,1970/01/01 00:00:00+00,,90.30000305
19664,32000CK002400,32,CK,,32000CK002400,7,1993/09/02 00:00:00+00,0714,1087,1993054730,1993/09/12 00:00:00+00,1970/01/01 00:00:00+00,,51.70000076
19665,32000CK002500,32,CK,,32000CK002500,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,242.86999512
19666,32000CK002600,32,CK,,32000CK002600,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,79
19667,32000CK002700,32,CK,,32000CK002700,5,1992/05/07 00:00:00+00,0400,0343,1992034837,1992/06/03 00:00:00+00,1970/01/01 00:00:00+00,,63.79999924
